Source,Target,Weight
Tây Ninh,miền Nam,28
Tây Ninh,tỉnh Tây Ninh,28
Hậu Giang,Đồng Nai,28
Bộ Ngoại giao,Myanmar,28
Bộ Ngoại giao,Bộ Ngoại giao Việt Nam,28
Bộ Ngoại giao,Cục Lãnh sự,28
Phật,Phật giáo,28
chùa Tam Chúc,tỉnh Hà Nam,28
Bộ Quốc phòng,Phan Văn Giang,28
Phú Yên,Quảng Ngãi,28
Bình Định,Thể Công,28
Hưng Yên,Nam Định,28
Hưng Yên,Quảng Ninh,28
Doãn Hải My,Hải My,28
sông Hồng,đường Nghi Tàm,28
BBC,Mỹ,28
Phần Lan,Việt Nam,28
Israel,dải Gaza,28
Iran,châu Âu,28
Argentina,châu Âu,28
Bồ Đào Nha,Đức,28
Saudi Arabia,Trump,28
Madam Pang,Thái Lan,28
AP,Vatican,28
Sơn La,Yên Bái,28
Phạm Nhật Vượng,Việt Nam,28
Quy Nhơn,tỉnh Bình Định,28
Bắc Ninh,Cao Bằng,28
SJC,Việt Nam,28
Australia,New Zealand,28
Cà Mau,Vĩnh Long,28
Phạm Ngọc Tiến,Tiến,28
Học viện Phật giáo Việt Nam,Phật giáo,28
Trà Vinh,Việt Nam,28
Moskva,phương Tây,28
Ba Lan,Trung Quốc,28
Liên đoàn Thương mại và Công nghiệp Việt Nam,VCCI,28
Liverpool,Mohamed Salah,28
Buôn Ma Thuột,Việt Nam,28
Myanmar,Singapore,28
Nhà Trắng,Phòng Bầu dục,28
huyện Ba Bể,thôn Tẩn Lượt,28
tỉnh Bắc Kạn,xã Đồng Phúc,28
Văn Hậu,Đoàn Văn Hậu,28
TP Đà Nẵng,huyện Hòa Vang,28
Phố Wall,Trump,28
Quốc Tiệp,Việt Nam,28
NATO,Nhà Trắng,28
Bayern Munich,Real Madrid,28
Bayern,Thomas Muller,28
Barca,Robert Lewandowski,28
Tottenham,châu Âu,28
Dân trí,Trump,28
Dân trí,châu Âu,28
Dân trí,ha,28
PSG,Tây Ban Nha,28
Bộ Chính trị,Trung Quốc,28
Bộ Chính trị,Đỗ Văn Chiến,28
AFP,Kiev,28
Crystal Palace,Liverpool,28
Marco Rubio,Washington,28
Marco Rubio,Zelensky,28
Marco Rubio,Thổ Nhĩ Kỳ,28
Leo XIV,Nga,28
Keir Starmer,Nga,28
Ursula von der Leyen,[UNK] ban châu Âu,28
Jamieson Greer,Trung Quốc,28
JD Vance,Volodymyr Zelensky,28
JD Vance,Nga,28
Dmitry Peskov,Kiev,28
Dmitry Peskov,Volodymyr Zelensky,28
Dmitry Peskov,Zelensky,28
Ban Bí thư,Ban Tổ chức Trung ương,28
Lê Quang Nghĩa,Trần Ngọc Linh,28
Bournemouth,Man City,28
Bournemouth,Liverpool,28
Cần Giờ,TP HCM,28
FIFA,Thái Lan,28
Chương Mỹ,Hà Nội,28
Phạm Văn Hòa,Đồng Tháp,28
UEFA,châu Âu,28
Phan Văn Giang,Việt Nam,28
Trần Cẩm Tú,Trần Thanh Mẫn,28
EC,EU,28
Hoàng thành Thăng Long,Hà Nội,28
Gaza,Iran,28
Meta,Việt Nam,28
Lưu Bình Nhưỡng,Nguyễn Văn Vương,28
Justin,Justin Bieber,28
Mohammed bin Salman,Trump,28
Cục Lãnh sự,Việt Nam,28
Thể Công Viettel,Việt Nam,28
Azerbaijan,Belarus,28
Azerbaijan,Hồ Chí Minh,28
Nguyễn Hồ Hải,Tỉnh ủy Cà Mau,28
Kyiv,Nga,28
REUTERS,Trump,28
Light City,Van Gogh,28
Light City,Monet,28
Rainbow Jungle,TP HCM,28
Nhật Bản,VN,27
Nam,Tô Lâm,27
Lào Cai,tỉnh Lào Cai,27
Lào Cai,Ninh Bình,27
TP. HCM,Việt,27
Việt Nam,quận 7,27
Việt Nam,tỉnh Hà Nam,27
Hà Nội,Phủ Chủ tịch,27
Hà Nội,Philippines,27
Hà Nội,Vingroup,27
Trung Quốc,tỉnh Hồ Bắc,27
Trung Quốc,tỉnh Tứ Xuyên,27
Trung Quốc,tỉnh Quảng Đông,27
Trung Quốc,Xinhua,27
Thanh Hóa,Đắk Lắk,27
CAHN,Hải Phòng,27
Nhật,châu Âu,27
Mỹ,Pennsylvania,27
Mỹ,Trái Đất,27
Mỹ,Âu,27
Mỹ,OpenAI,27
Hà Nam,chùa Quán Sứ,27
Hà Nam,Lào Cai,27
Hà Nam,Nghệ An,27
Bắc Trung Bộ,Thanh Hóa,27
Bắc Bộ,Lào Cai,27
Biển Đông,Mỹ,27
Huế,Quảng Nam,27
Bình Thuận,Tây Ninh,27
Bình Thuận,Hậu Giang,27
Bình Thuận,Vĩnh Long,27
Bình Thuận,Đắk Lắk,27
Nga,Đông Nam Á,27
Hồ Chí Minh,Nga,27
Hồ Chí Minh,[UNK],27
Hà Giang,Hòa Bình,27
châu Âu,Áo,27
Lai Châu,Tuyên Quang,27
Indonesia,Đài Loan,27
Quảng Bình,miền Trung,27
Quảng Bình,Đà Nẵng,27
Minh,TP HCM,27
Anh,Đà Nẵng,27
Anh,Thụy Điển,27
Anh,Bruno Fernandes,27
Anh,Southampton,27
Anh,M. U,27
Anh,Na Uy,27
Bắc,miền Trung,27
TP HCM,châu Âu,27
TP HCM,quận Bình Tân,27
TP Hà Nội,quận Hà Đông,27
châu Á,phương Tây,27
Bình Dương,sân Gò Đậu,27
Bình Dương,Thành phố Hồ Chí Minh,27
Bình Phước,Bình Thuận,27
Tuyên Quang,miền Nam,27
Bạc Liêu,Đồng Nai,27
An Giang,miền Nam,27
Bắc Kạn,Bắc Ninh,27
Bắc Kạn,Yến Dương,27
Cao Bằng,Điện Biên,27
Bộ Công an,Mỹ,27
Bộ Khoa học và Công nghệ,Nguyễn Mạnh Hùng,27
Nam Định,Phú Thọ,27
Thanh Hoá,Thanh Hóa,27
Kiên Giang,Trà Vinh,27
Donald Trump,[UNK],27
Donald Trump,Houthi,27
Donald Trump,Tehran,27
Donald Trump,REUTERS,27
Apple,Bloomberg,27
Bến Tre,Tây Ninh,27
Sóc Trăng,Đồng Nai,27
Tuấn Anh,Việt Nam,27
Lạng Sơn,Sơn La,27
Hải Phòng,Viettel,27
Bắc Giang,Hà Giang,27
Bắc Giang,Hòa Bình,27
Huỳnh Trần [UNK] Nhi,Việt Nam,27
London,Đức,27
Công ty Vàng bạc đá quý Sài Gòn,SJC,27
Brazil,Nga,27
Brazil,Đức,27
Dũng,Hà Nội,27
Hồi giáo,Trung Đông,27
Na Uy,Đan Mạch,27
Na Uy,Nga,27
Bỉ,Hà Lan,27
Tây Ninh,Đà Nẵng,27
Tây Ninh,Đồng Tháp,27
Kim Liên,tỉnh Nghệ An,27
Kim Liên,Nghệ An,27
Bác,tỉnh Nghệ An,27
Bác,Nguyễn Tất Thành,27
Hồ,Minh,27
Cộng,Việt Nam,27
Israel,Đức,27
Iran,Lebanon,27
Argentina,Tây Ban Nha,27
FAT,Madam Pang,27
AP,Putin,27
AP,CNN,27
Nội,Việt Nam,27
Telangana,[UNK] Độ,27
Sơn La,tỉnh Sơn La,27
Bắc Ninh,Thanh Hóa,27
Bắc Ninh,Hải Dương,27
Musk,Tesla,27
DOJI,Việt Nam,27
Quảng Trị,Thanh Hóa,27
Nguyệt,Tiến,27
Cà Mau,Đất Mũi,27
Bộ Nông nghiệp Mỹ,USDA,27
Lương Thị Yến,Tiến,27
Huỳnh Thị Thanh Thủy,Thanh Thủy,27
Tehran,Trump,27
Trà Vinh,Đồng Nai,27
Liên Xô,Ukraine,27
Liên Xô,Liên bang Nga,27
Hải My,Đoàn Văn Hậu,27
SLNA,xứ Nghệ,27
Liverpool,Reuters,27
Liverpool,Real,27
Buôn Ma Thuột,Đắk Lắk,27
Anh Tú,Hồ Chí Minh,27
Nhà Trắng,Thổ Nhĩ Kỳ,27
Nhà Trắng,Pháp,27
tỉnh Lâm Đồng,Đà Lạt,27
Văn Lâm,Đặng Văn Lâm,27
Campuchia,Trường ĐH Life,27
Bayern,PSG,27
Arsenal,Arteta,27
Arsenal,Pháp,27
Dân trí,TP Hà Nội,27
Bộ Tài chính,Đà Nẵng,27
Bộ Chính trị,Hội đồng Lý luận Trung ương,27
Bộ Chính trị,Phan Văn Giang,27
Bộ Chính trị,[UNK] ban Trung ương Mặt trận Tổ quốc Việt Nam,27
Bộ Chính trị,miền nam,27
Tô Lâm,thư,27
AFP,Vladimir Putin,27
AFP,Joe Biden,27
Công an tỉnh Thanh Hóa,Lương Thái Linh,27
Kiev,Kursk,27
Kiev,RT,27
Volodymyr Zelensky,Washington,27
Keir Starmer,Pháp,27
Joe Biden,Trung Quốc,27
Rustem Umerov,Thổ Nhĩ Kỳ,27
Medinsky,Nga,27
Medinsky,Ukraine,27
Scott Bessent,Thụy Sĩ,27
JD Vance,Nhà Trắng,27
Crimea,Ukraine,27
Crimea,Nga,27
TASS,Vladimir Putin,27
Miami,Mỹ,27
HNX,HoSE,27
Công an thành phố Hà Nội,Hà Nội,27
Nguyễn Thành Ngôn,Trương Tấn Đạt,27
Huỳnh Tuấn Ân,Nguyễn Thành Ngôn,27
Lê Quang Nghĩa,Tập đoàn Tuấn Ân,27
Công ty Thái Dương,Yên Bái,27
Leverkusen,Xabi Alonso,27
Bộ Thương mại Mỹ,Mỹ,27
Kylian Mbappe,Real,27
Hyundai,Kia,27
Ancelotti,Brazil,27
Bangladesh,[UNK] Độ,27
[UNK] ban Trung ương Mặt trận Tổ quốc Việt Nam,Đỗ Văn Chiến,27
Hội đồng Lý luận Trung ương,Nguyễn Xuân Thắng,27
Bùi Thanh Sơn,Bộ Ngoại giao,27
Lương Cường,Trần Cẩm Tú,27
Lương Cường,TTXVN,27
CLB Đà Nẵng,Đà Nẵng,27
Tập đoàn Sun Group,Việt Nam,27
CLB TP HCM,Việt Nam,27
Popov,Thanh Hóa,27
Kashmir,New Delhi,27
Islamabad,New Delhi,27
Houthi,Trump,27
Gaza,IDF,27
Benjamin Netanyahu,Dải Gaza,27
Steve Witkoff,Trump,27
Dải Gaza,Houthi,27
Phạm Thu Hằng,Việt Nam,27
Ankara,Ukraine,27
Kazakhstan,Liên bang Nga,27
Quảng trường Đỏ,Vladimir Putin,27
Quân ủy Trung ương,Việt Nam,27
Modi,[UNK] Độ,27
Mông Cổ,Việt Nam,27
Casper Việt Nam,Việt Nam,27
Assad,Syria,27
thôn Tẩn Lượt,xã Đồng Phúc,27
xã Yến Dương,xã Đồng Phúc,27
Azerbaijan,Kazakhstan,27
Kyiv,Ukraine,27
Tây nguyên,miền Trung,27
Light City,Việt Nam,27
Light City,Rainbow Jungle,27
Lào Cai,Điện Biên,26
Lào Cai,Sa Pa,26
TP. HCM,tỉnh Bình Dương,26
Việt Nam,Đài Tiếng nói Việt Nam,26
Việt Nam,thành phố Hồ Chí Minh,26
Việt Nam,tỉnh,26
Việt Nam,miền trung,26
Việt Nam,chùa Tam Chúc,26
Việt Nam,Đà,26
Việt Nam,Đào Ngọc Dung,26
Nam Bộ,TP HCM,26
Hà Nội,Đan Phượng,26
Hà Nội,VTV,26
Hà Nội,Ngọc,26
Hà Nội,tỉnh Nghệ An,26
Hà Nội,huyện Thường Tín,26
Hà Nội,VFF,26
Hà Nội,huyện Thanh Oai,26
Hà Nội,Thường Tín,26
Hà Nội,Hưng,26
Hà Nội,SJC,26
Hà Nội,VGP,26
Hà Nội,Liên bang Nga,26
Hà Nội,Quỹ Tấm lòng Việt,26
Trung Quốc,Đài Bắc,26
Pháp,châu Phi,26
Thanh Hóa,Thể Công,26
Thanh Hóa,Đồng Nai,26
Công an Hà Nội,sân Hàng Đẫy,26
Hàn Quốc,Lee,26
Hàn Quốc,Mexico,26
Mỹ,bang Florida,26
Mỹ,Vladimir Medinsky,26
Mỹ,OPEC +,26
Mỹ,Vùng Vịnh,26
Mỹ,WTO,26
Quảng Ninh,Tuyên Quang,26
Quảng Nam,Tây Nguyên,26
Miền Bắc,miền Bắc,26
Huế,Đắk Lắk,26
Bình Thuận,Sóc Trăng,26
Nga,Saudi Arabia,26
Nguyễn Đức Trung,Tỉnh ủy Nghệ An,26
Hà Giang,Điện Biên,26
Lào,Pháp,26
Lào,miền nam,26
Tâm,Việt Nam,26
Hưng,Việt Nam,26
Hà,Mỹ,26
Anh,Starmer,26
Anh,Fulham,26
Anh,Đan Mạch,26
Anh,Đài Loan,26
Anh,REUTER,26
Bắc,Bộ Chính trị,26
TP HCM,quận 5,26
TP HCM,sông Sài Gòn,26
TP HCM,miền Trung,26
TP Thủ Đức,TPHCM,26
TP Thủ Đức,quận 1,26
Nam Phi,Việt Nam,26
Cường,Hà Nội,26
Bình Phước,Tây Ninh,26
Tuyên Quang,Tây Nguyên,26
An Giang,Trà Vinh,26
Hà Lan,Nga,26
Bắc Kạn,Lạng Sơn,26
Phú Thọ,Đắk Lắk,26
Nguyễn Quang Hải,Quang Hải,26
H.,T.,26
Nguyễn Văn Chung,Việt Nam,26
Gia Lai,Hải Phòng,26
Gia Lai,Quảng Ngãi,26
Nam Định,Rafaelson,26
Donald Trump,Tập Cận Bình,26
Donald Trump,Yemen,26
Donald Trump,Saudi Arabia,26
Hùng,Nguyễn Mạnh Hùng,26
Hà Tĩnh,TP HCM,26
Thái Lan,miền Nam,26
Apple,Trump,26
Mark Zuckerberg,Meta,26
Cần Thơ,thành phố Cần Thơ,26
Cần Thơ,Gia Lai,26
Áo,Đức,26
Canada,Thái Lan,26
Canada,Ukraine,26
Sóc Trăng,miền Tây,26
Tùng Dương,Việt Nam,26
Hải Phòng,Mỹ,26
Thái Bình Dương,châu Âu,26
Châu Á,Mỹ,26
Q. 1,Q. 5,26
Kon Tum,Việt Nam,26
Ninh Bình,tỉnh Ninh Bình,26
quận 1,quận 3,26
Bộ Công Thương,EVN,26
Bộ Xây dựng,TP. HCM,26
EU,Putin,26
Mexico,châu Á,26
Thủ đô Hà Nội,sông Hồng,26
Cầu Giấy,Thanh Xuân,26
Huawei,Samsung,26
Khánh Hòa,Tây Nguyên,26
Khánh Hòa,Quảng Trị,26
Vũng Tàu,Đồng Nai,26
Vũng Tàu,Đà Lạt,26
Bác Hồ,TTXVN,26
Vĩnh Long,miền Nam,26
Vĩnh Long,Đắk Lắk,26
Hậu Giang,Vĩnh Long,26
ASEAN,Bộ Chính trị,26
Bộ Quốc phòng,Phạm Minh Chính,26
Bình Định,TP. Quy Nhơn,26
Bình Định,Đồng Nai,26
Bình Định,Bến Tre,26
Hưng Yên,Thái Nguyên,26
Hưng Yên,Đồng Nai,26
Doãn Hải My,Văn Hậu,26
Phần Lan,châu Âu,26
Phần Lan,Thụy Điển,26
Ai Cập,Việt Nam,26
Israel,Thổ Nhĩ Kỳ,26
Israel,Tehran,26
Nam bộ,Tây nguyên,26
Bồ Đào Nha,Mỹ,26
Saudi Arabia,Việt Nam,26
AP,Francis,26
AP,Pháp,26
Tiền Giang,miền Nam,26
Tiền Giang,Đắk Lắk,26
Sơn La,Tuyên Quang,26
tỉnh Lai Châu,xã Sì Lở Lầu,26
tỉnh Bình Định,tỉnh Gia Lai,26
Australia,Đức,26
Abu Dhabi,Donald Trump,26
Abu Dhabi,Trung Đông,26
Quảng Trị,Đồng Nai,26
Quảng Trị,miền Trung,26
##S,Anh,26
Cà Mau,Nguyễn Hồ Hải,26
Bình Xuyên,Vĩnh Phúc,26
Tehran,Trung Đông,26
Trà Vinh,Đồng Tháp,26
Trà Vinh,Tây Ninh,26
Moskva,Reuters,26
Italy,Sinner,26
Ba Lan,NATO,26
Phạm Minh Chính,Trần Cẩm Tú,26
Quảng trường Ba Đình,Việt Nam,26
SLNA,sân Hàng Đẫy,26
UBND thành phố Đà Nẵng,Đà Nẵng,26
Bà Rịa - Vũng Tàu,Khánh Hòa,26
Liverpool,Tây Ban Nha,26
Dinh Độc Lập,TP. HCM,26
Nhà Trắng,Việt Nam,26
Mặt trận Tổ quốc Việt Nam,Việt Nam,26
Kitco,Mỹ,26
VNPT,Việt Nam,26
Chelsea,Tây Ban Nha,26
CLB Nam Định,HAGL,26
NATO,Điện Kremlin,26
Zelensky,Đức,26
Bayern,Real,26
Bayern,Tottenham,26
Bayern,Man City,26
Barcelona,Raphinha,26
Barcelona,Inter Milan,26
Arsenal,Nottingham Forest,26
Arsenal,Inter,26
Bộ Chính trị,Hải Phòng,26
Nhà Quốc hội,Tô Lâm,26
AFP,Hamas,26
AFP,Vatican,26
AFP,Hàn Quốc,26
Công an tỉnh Thanh Hóa,Nguyễn Ngọc Bình,26
Guardian,Mỹ,26
Macron,Pháp,26
Putin,Rustem Umerov,26
Joe Biden,Ukraine,26
Scott Bessent,Trung,26
Hendrio,Nam Định,26
Công Phượng,HAGL,26
Bayer Leverkusen,Đức,26
RT,Thổ Nhĩ Kỳ,26
HoSE,Việt Nam,26
TP,Việt Nam,26
Ban Bí thư,Ban Chấp hành Trung ương,26
Ban Bí thư,Hà Nội,26
Ban Bí thư,Lương Cường,26
HAGL,Tuấn Anh,26
Huỳnh Tuấn Ân,Tập đoàn Tuấn Ân,26
Huỳnh Tuấn Ân,Trần Ngọc Linh,26
Erling Haaland,Haaland,26
Liên đoàn Bóng đá Việt Nam,Việt Nam,26
Ban Tuyên giáo và Dân vận Trung ương,Bác Hồ,26
Bắc Từ Liêm,Hà Nội,26
Kylian Mbappe,Real Madrid,26
Guardiola,Pep Guardiola,26
NHNN,Việt Nam,26
Rome,[UNK],26
Kia,Việt Nam,26
Ancelotti,Carlo Ancelotti,26
Côn Đảo,Hà Nội,26
Nguyễn Thị Anh Thi,Đà Nẵng,26
VinFast,Vingroup,26
Kane,Tottenham,26
Học viện Chính trị quốc gia Hồ Chí Minh,Việt Nam,26
Tesla,Đức,26
Sun Group,Việt Nam,26
Hà Nội FC,Viettel,26
Hà Nội FC,Thể Công Viettel,26
CLB Đà Nẵng,Quảng Nam,26
Quân đội nhân dân Việt Nam,Quảng trường Đỏ,26
EC,châu Âu,26
Nguyễn Sinh Cung,Nguyễn Ái Quốc,26
FPT Play,HAGL,26
FPT Play,Quảng Nam,26
Financial Times,Mỹ,26
Syria,Ukraine,26
Arab Saudi,Trump,26
Hamas,dải Gaza,26
Hamas,Netanyahu,26
Buriram United,Việt Nam,26
Triều Tiên,Trung Quốc,26
Bangkok Post,Thái Lan,26
Trung Á,Việt Nam,26
Francis,Reuters,26
Francis,Volodymyr Zelensky,26
Hứa Chí Cường,Lê Anh Tài,26
Biển Đỏ,Israel,26
Bộ Ngoại giao Trung Quốc,Trung Quốc,26
Werder Bremen,Đức,26
Quảng trường Đỏ,Tô Lâm,26
Brenner,Nam Định,26
Sở Y tế TP HCM,TP HCM,26
Riyadh,Trung Đông,26
Azerbaijan,Liên bang Nga,26
Cộng hòa Kazakhstan,Việt Nam,26
Quỹ Tấm lòng Việt,Đài Truyền hình Việt Nam,26
UBND tỉnh Quảng Nam,tỉnh Quảng Nam,26
UBND TP. HCM,Việt Nam,26
Mátxcơva,Ukraine,26
Q. Tân Phú,TP. HCM,26
Hệ thống Y tế Thu Cúc TCI,Thu Cúc TCI,26
Nhật Bản,Thụy Điển,25
Nam,Nghệ An,25
TP. HCM,núi Bà Đen,25
TP. HCM,VinFast,25
TP. HCM,sân bay Tân Sơn Nhất,25
Việt Nam,chùa Thanh Tâm,25
Việt Nam,Định,25
Việt Nam,Vương quốc Thái Lan,25
Việt Nam,tỉnh Thanh Hóa,25
Việt Nam,tỉnh Bà Rịa - Vũng Tàu,25
Việt Nam,miền bắc,25
Q. 3,Việt Nam,25
Nam Bộ,miền Nam,25
Hà Nội,Thành phố Hà Nội,25
Hà Nội,Đông,25
Hà Nội,Thắng,25
Hà Nội,Phạm Ngọc Tiến,25
Hà Nội,sân vận động Mỹ Đình,25
Hà Nội,Paris,25
Hà Nội,hồ Tây,25
Hà Nội,HĐND TP Hà Nội,25
Hà Nội,Ngân hàng TMCP Công thương Việt Nam,25
Hà Nội,Phạm Hùng,25
Hà Nội,Lý Thường Kiệt,25
Trung Quốc,Vương,25
Pháp,Đà Nẵng,25
Công an Hà Nội,Thể Công Viettel,25
CAHN,Hà Nội FC,25
CAHN,Thái Lan,25
Mỹ,PNJ,25
Mỹ,Pete Hegseth,25
Mỹ,Nam Á,25
Quảng Ninh,TP Hạ Long,25
Quảng Ninh,Vĩnh Phúc,25
Huế,Ninh Bình,25
Huế,Quảng Ninh,25
Tây Nguyên,miền trung,25
Bình Thuận,miền Trung,25
Bình Thuận,Trà Vinh,25
Nga,Đan Mạch,25
Nga,Nha Trang,25
Nga,Qatar,25
Nga,Tập Cận Bình,25
Nghệ An,Yên Bái,25
Nguyễn Đức Trung,tỉnh Nghệ An,25
Hồ Chí Minh,Nguyễn Sinh Sắc,25
Hà Giang,Mèo Vạc,25
châu Âu,Đại Tây Dương,25
Lai Châu,Thanh Hóa,25
Indonesia,Pháp,25
Đài Loan,Đông Nam Á,25
Việt,châu Á,25
Lào,miền Nam,25
Lào,Nga,25
Quảng Bình,Đồng Hới,25
Phong,Việt Nam,25
Huy,Việt Nam,25
Sơn,TP HCM,25
Anh,châu Phi,25
Anh,Ronaldo,25
Anh,Real,25
Anh,Bayern Munich,25
Anh,Hy Lạp,25
Anh,Harry Kane,25
Bắc,Hồ Chí Minh,25
Bắc,Sài Gòn,25
TP HCM,Tiền Giang,25
TP HCM,Đắk Lắk,25
Bình Dương,Sóc Trăng,25
Bình Dương,Bạc Liêu,25
Tuyên Quang,tỉnh Tuyên Quang,25
Sài Gòn,Trung Quốc,25
Sài Gòn,miền Trung,25
Bạc Liêu,Đồng bằng sông Cửu Long,25
Bạc Liêu,Đồng Tháp,25
An Giang,Khánh Hòa,25
An Giang,Đắk Lắk,25
An Giang,Bình Định,25
Cao Bằng,Quảng Ninh,25
Lan,Thái,25
Bill Gates,Microsoft,25
Bộ Công an,Thái Lan,25
Bộ Công an,Thanh Hóa,25
Bộ Công an,TP Hà Nội,25
Nam Định,Viettel,25
Củ Chi,miền Nam,25
Donald Trump,Rubio,25
Donald Trump,Phòng Bầu dục,25
Donald Trump,RT,25
Trấn Thành,Việt Nam,25
Thụy Sĩ,[UNK],25
Thái Lan,châu Phi,25
Cần Thơ,miền Nam,25
Canada,Tây Ban Nha,25
Canada,New Zealand,25
Canada,Carney,25
Bắc Kinh,Hàn Quốc,25
Bắc Kinh,[UNK] Độ,25
Bắc Kinh,Thụy Sĩ,25
VTV,Đài Truyền hình Việt Nam,25
Lý Nhã Kỳ,Quảng Ninh,25
Hải Phòng,Thể Công Viettel,25
Bắc Giang,Đắk Lắk,25
Bắc Giang,Bắc Kạn,25
Công ty Vàng bạc đá quý Sài Gòn,PNJ,25
New Zealand,[UNK] Độ,25
Liên Hợp Quốc,[UNK] Độ,25
T.,TP. HCM,25
Quân,Việt Nam,25
Brazil,Bồ Đào Nha,25
Brazil,Real Madrid,25
Bộ Giáo dục và Đào tạo,Đại học Quốc gia Hà Nội,25
Kon Tum,Quảng Ngãi,25
Hy Lạp,châu Âu,25
Tây,Việt Nam,25
Hàn,Việt,25
Bộ Xây dựng,Trần Hồng Minh,25
Tây Ban Nha,châu Á,25
Lý Hải,Đoàn Thế Vinh,25
Khánh Hòa,Quảng Ninh,25
Bác Hồ,huyện Nam Đàn,25
Hậu Giang,Trà Vinh,25
ASEAN,Philippines,25
ASEAN,châu Âu,25
Hollywood,Việt Nam,25
Phú Yên,Quảng Bình,25
Phú Yên,Quảng Nam,25
Phú Yên,Quảng Trị,25
Bình Định,Nghệ An,25
Bình Định,Cà Mau,25
Bình Định,Ninh Thuận,25
Bình Định,Quảng Bình,25
Hưng Yên,Nghệ An,25
Hungary,châu Âu,25
Hungary,Việt Nam,25
Hungary,Mỹ,25
Nam Á,Pakistan,25
Ba Đình,Quỹ Tấm lòng Việt,25
Ai Cập,Trung Quốc,25
Ai Cập,Cairo,25
Iran,Thổ Nhĩ Kỳ,25
Bồ Đào Nha,Cristiano Ronaldo,25
Qatar,Trung Quốc,25
AP,Thổ Nhĩ Kỳ,25
Elon Musk,SpaceX,25
Phạm Nhật Vượng,VinFast,25
Bắc Ninh,Lạng Sơn,25
Musk,Trump,25
DOJI,Hà Nội,25
Melbourne,[UNK],25
Abu Dhabi,Trump,25
Quảng Trị,TP. HCM,25
Cà Mau,Trà Vinh,25
Công giáo,Giáo hội Công giáo,25
Phạm Ngọc Tiến,Đoàn Thị Nguyệt,25
Huỳnh Thị Thanh Thủy,Việt Nam,25
Ngọc Lan,Quyền Linh,25
Vietnam,Việt Nam,25
phường Hòa Minh,quận Liên Chiểu,25
TasteAtlas,Việt Nam,25
Liên,Nguyên,25
Hồng Kông,Mỹ,25
Phạm Minh Chính,cầu Tứ Liên,25
Berkshire Hathaway,Warren Buffett,25
Myanmar,Đông Nam Á,25
Q. 12,TP. HCM,25
Nguyễn Huệ,TP. HCM,25
Lazada,Tiki,25
Báo Thanh Niên,Q. 1,25
Thanh Niên,Trung Quốc,25
Campuchia,miền Nam,25
Campuchia,Nam,25
Kim Sang - sik,Đông Nam Á,25
Hansi Flick,Lamine Yamal,25
Bayern,Tây Ban Nha,25
Barca,Liverpool,25
Arsenal,Declan Rice,25
Arsenal,Tây Ban Nha,25
Arsenal,Đức,25
Arsenal,Real,25
Man City,Nottingham Forest,25
Man City,Omar Marmoush,25
Messi,Mỹ,25
Công ty Sơn Lâm,Phạm Văn Cách,25
Dân trí,noi,25
Bộ Tài chính,Trần Hồng Hà,25
Bộ Chính trị,Nghệ An,25
Bộ Chính trị,Trần Cẩm Tú,25
HoREA,Lê Hoàng Châu,25
Casemiro,Man Utd,25
AFP,Zelensky,25
Nam Mỹ,Trung Quốc,25
Công an tỉnh Thanh Hóa,Nguyễn Phương Tây,25
Crystal Palace,Erling Haaland,25
Crystal Palace,Tottenham,25
Crystal Palace,Henderson,25
Friedrich Merz,Pháp,25
Kiev,Marco Rubio,25
Marco Rubio,châu Âu,25
Marco Rubio,NATO,25
Vatican,Zelensky,25
Keir Starmer,Trump,25
Vladimir Medinsky,Zelensky,25
JD Vance,Marco Rubio,25
Donetsk,Mỹ,25
Donetsk,Moscow,25
Bộ Quốc phòng Nga,Kiev,25
Biển Đen,Nga,25
Rubio,Trump,25
BYD,châu Âu,25
Vinpearl,Việt Nam,25
Lương Thái Linh,Nguyễn Ngọc Bình,25
Ban Bí thư,Trần Cẩm Tú,25
Ban Bí thư,Hồ Chí Minh,25
Bộ Nội vụ,Phạm Minh Chính,25
Lebanon,Trung Đông,25
Lê Quang Nghĩa,Trương Tấn Đạt,25
Trương Tấn Đạt,Trần Ngọc Linh,25
Mbappe,Real,25
Báo Nhân Dân,Lê Quốc Minh,25
Báo Nhân Dân,TP Hà Nội,25
Carlo Ancelotti,Real,25
Al Nassr,Ronaldo,25
Dortmund,Reuters,25
Lamine Yamal,Raphinha,25
BMW,Trung Quốc,25
Ngân hàng Thế giới,WB,25
Quảng,Việt Nam,25
Lương Tam Quang,Tô Lâm,25
Ban Chấp hành Trung ương,Việt Nam,25
Amorim,Anh,25
CLB Thanh Hóa,Thanh Hóa,25
Napas,Việt Nam,25
FUNiX,Việt Nam,25
Hamas,Tel Aviv,25
Hội trường Thống Nhất,Nam,25
Antonio Guterres,Liên hợp quốc,25
Leo,Leo XIV,25
Greenland,Mỹ,25
NIC,Việt Nam,25
Ankara,Mỹ,25
Georgia,Mỹ,25
Kyoto,Nhật Bản,25
Quảng trường Đỏ,Trung Quốc,25
Bashar al - Assad,Syria,25
CLB Bình Định,CLB Đà Nẵng,25
Liên Hiệp Quốc,TP. HCM,25
South China Morning Post,Trung Quốc,25
Cộng hòa Kazakhstan,Tô Lâm,25
Kassym - Jomart Tokayev,Việt Nam,25
Kassym - Jomart Tokayev,Kazakhstan,25
thôn Phiêng Khăm,xã Yến Dương,25
Thành ủy Đà Nẵng,Đà Nẵng,25
